,Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,K39,Ca43,Ca44,Ti47,Mn55,Fe57,Cu65,Ga71,Sr88,Y89,Ba138,Ce140,Pb208,Dist from rim,Na2O,MgO,Al2O3,SiO2,P2O5,K2O,CaO,TiO2,MnO,FeO,SrO,Si,Ti,Al,Fe,Mg,Ca,Na,K,Sr,An
10,,10.84,39725.06,158.21,151429.54,242561.77,66.95,2007.63,91646.35,92612.01,92.07,102.84,2609.06,9.4,21.18,1104.98,0.34,132.03,3.81,2.23,660.93,5.38,0.03,28.73,52.1,0.02,0.24,13.01,0.02,0.01,0.34,0.13,2.346,0.001,1.524,0.013,0.002,0.628,0.47,0.014,0.003,56.0
11,,11.23,39232.93,136.18,148105.54,238751.05,49.96,2074.7,91890.32,84116.12,81.53,107.7,2156.22,6.23,20.05,1039.91,0.62,123.16,3.21,1.97,660.36,5.46,0.02,28.9,52.75,0.01,0.26,12.16,0.01,0.01,0.29,0.12,2.374,0.0,1.533,0.011,0.001,0.586,0.476,0.015,0.003,54.0
12,,11.42,38414.36,157.52,154817.76,255152.07,59.95,2140.01,80673.77,86908.94,58.36,128.52,2393.38,10.67,24.58,1142.71,0.15,125.72,3.14,1.75,659.8,5.08,0.03,28.7,53.55,0.01,0.25,11.93,0.01,0.02,0.3,0.13,2.419,0.0,1.528,0.011,0.002,0.577,0.445,0.014,0.003,56.0
13,,9.86,43052.66,169.23,163682.54,273216.87,36.97,2325.66,99700.12,91858.67,81.53,117.41,2350.25,8.45,25.23,1101.02,0.24,135.69,2.74,2.5,659.23,5.33,0.03,28.42,53.72,0.01,0.26,11.81,0.01,0.01,0.28,0.12,2.422,0.0,1.51,0.011,0.002,0.571,0.466,0.015,0.003,54.0
14,,16.69,40857.19,145.13,147076.59,262282.18,64.95,2173.53,83111.15,94101.51,54.15,134.43,2716.92,8.61,25.23,1150.67,0.24,141.5,3.48,1.61,658.66,5.33,0.02,26.88,54.27,0.01,0.25,12.74,0.01,0.02,0.34,0.13,2.452,0.0,1.432,0.013,0.001,0.617,0.467,0.014,0.003,56.0
15,,10.45,38581.02,156.14,164658.15,268519.22,79.94,1761.71,94086.25,91795.65,119.46,129.57,2501.21,6.86,23.29,1219.97,0.32,143.55,2.68,1.79,658.1,4.84,0.02,28.98,53.51,0.02,0.2,11.96,0.02,0.02,0.3,0.13,2.421,0.001,1.546,0.011,0.001,0.58,0.425,0.012,0.003,57.0
16,,11.62,44097.88,155.45,178836.18,287399.55,82.94,2031.04,107759.99,101497.46,49.94,126.79,3062.22,9.72,24.26,1234.9,0.29,143.72,2.81,2.19,657.53,5.11,0.02,29.06,52.88,0.02,0.21,12.21,0.01,0.01,0.34,0.12,2.387,0.0,1.546,0.013,0.001,0.59,0.447,0.012,0.003,56.0
17,,14.74,45265.29,167.85,176201.27,299131.46,52.96,1792.93,98723.58,96985.99,73.11,144.16,2738.5,9.56,28.79,1250.39,0.1,138.6,3.68,1.97,656.96,5.18,0.02,28.28,54.35,0.01,0.18,11.53,0.01,0.02,0.3,0.12,2.456,0.0,1.506,0.011,0.001,0.558,0.454,0.01,0.003,55.0
18,,13.96,44151.62,164.41,184700.42,291681.26,63.95,1993.09,111914.43,99145.77,68.89,130.26,3105.4,8.93,25.71,1363.28,0.13,137.06,3.28,2.37,656.4,5.04,0.02,29.58,52.89,0.01,0.2,11.76,0.01,0.01,0.34,0.13,2.387,0.0,1.574,0.013,0.001,0.569,0.441,0.012,0.003,56.0
19,,15.13,50532.0,180.25,179155.53,288312.97,63.95,1843.03,114114.49,100873.01,62.58,134.78,2889.55,10.83,25.88,1255.31,0.22,140.81,3.68,2.45,655.83,5.81,0.03,28.87,52.6,0.01,0.19,12.04,0.01,0.01,0.32,0.12,2.36,0.0,1.527,0.012,0.002,0.579,0.505,0.011,0.003,53.0
20,,12.98,44102.92,165.78,174127.4,294737.59,45.96,1852.8,119005.15,108254.64,79.43,162.93,2565.92,10.36,32.19,1460.13,0.2,160.46,3.95,1.92,655.26,5.04,0.02,27.92,53.51,0.01,0.19,12.85,0.01,0.02,0.28,0.14,2.42,0.0,1.488,0.011,0.001,0.623,0.442,0.011,0.004,58.0
21,,11.23,42959.29,149.26,176200.54,321959.15,88.94,1814.91,108248.67,111986.99,75.21,125.05,2738.5,6.7,29.6,1386.96,0.15,159.87,3.81,1.88,654.7,4.65,0.02,26.75,55.35,0.02,0.18,12.59,0.01,0.01,0.28,0.13,2.517,0.0,1.434,0.011,0.001,0.613,0.41,0.01,0.003,59.0
22,,11.42,45928.37,149.94,178265.01,324150.98,78.94,1746.07,104339.9,110517.54,75.21,139.99,2113.11,7.66,27.01,1360.41,0.13,132.88,4.08,1.88,654.13,4.94,0.02,26.86,55.3,0.01,0.17,12.33,0.01,0.01,0.22,0.13,2.508,0.0,1.436,0.008,0.001,0.599,0.434,0.01,0.003,57.0
23,,11.62,46488.81,160.27,172387.05,293020.82,64.95,1730.09,107271.34,100159.77,81.53,136.51,2630.63,7.5,28.3,1406.88,0.22,137.15,3.55,2.76,653.56,5.39,0.02,28.0,53.89,0.01,0.18,12.05,0.01,0.02,0.29,0.14,2.431,0.0,1.489,0.011,0.001,0.582,0.471,0.01,0.004,55.0
24,,15.33,48280.48,163.03,168546.74,253816.59,69.95,1831.62,107515.66,92354.21,56.26,128.87,2091.56,6.55,27.98,1310.35,0.2,128.79,4.28,2.06,652.99,6.12,0.03,29.96,51.09,0.02,0.21,12.16,0.01,0.02,0.25,0.14,2.283,0.0,1.578,0.009,0.002,0.582,0.53,0.012,0.004,52.0
25,,13.18,41912.15,144.44,174752.37,266533.31,69.95,1544.75,87743.69,95639.71,49.94,132.69,2285.57,6.07,21.34,1360.9,0.1,137.32,3.81,2.19,652.43,5.15,0.02,30.08,51.94,0.01,0.17,12.19,0.01,0.02,0.27,0.14,2.34,0.0,1.597,0.01,0.001,0.588,0.45,0.01,0.004,56.0
26,,11.23,48790.33,167.16,153054.54,293169.67,72.94,1643.47,88475.34,97802.35,54.15,126.79,2609.06,7.34,20.53,1192.21,0.32,126.4,3.95,1.7,651.86,5.84,0.02,25.67,55.68,0.01,0.18,12.15,0.01,0.01,0.3,0.12,2.511,0.0,1.364,0.011,0.001,0.587,0.511,0.01,0.003,53.0
27,,10.06,46560.26,161.65,168139.22,228691.04,43.97,1666.19,83598.69,94955.11,66.79,119.15,2220.89,5.43,21.83,1114.36,0.24,130.06,3.68,1.79,651.29,6.22,0.03,31.48,48.47,0.01,0.2,13.16,0.01,0.02,0.28,0.13,2.157,0.0,1.651,0.01,0.002,0.628,0.537,0.011,0.003,53.0
28,,11.03,41386.17,156.14,145863.88,267636.34,59.95,1336.12,82867.38,91844.34,66.79,133.04,2673.78,5.12,21.67,1114.54,0.27,125.8,2.74,1.79,650.73,5.37,0.02,26.51,55.08,0.01,0.15,12.36,0.01,0.02,0.33,0.12,2.491,0.0,1.413,0.012,0.001,0.599,0.471,0.009,0.003,56.0
29,,9.86,38664.04,162.34,151630.33,238549.19,49.96,1379.31,70929.86,90535.3,49.94,98.67,2264.01,5.43,21.67,1117.06,-0.01,119.49,2.27,1.7,650.16,5.31,0.03,29.17,51.96,0.01,0.17,12.9,0.01,0.01,0.3,0.13,2.339,0.0,1.548,0.011,0.002,0.622,0.464,0.01,0.003,57.0
30,,12.79,36843.97,138.24,148034.18,274670.6,53.96,1313.77,76531.52,70355.42,66.79,113.6,2220.89,7.5,20.7,1189.99,0.2,119.41,2.94,1.7,649.59,4.86,0.02,27.37,57.5,0.01,0.15,9.63,0.01,0.01,0.28,0.13,2.613,0.0,1.466,0.011,0.001,0.469,0.428,0.009,0.003,52.0
31,,10.64,45758.79,153.39,149837.38,280789.38,82.94,1697.71,81892.39,81271.75,89.96,109.08,3558.93,4.64,22.48,1145.06,0.24,128.61,2.94,2.5,649.03,5.78,0.02,26.51,56.25,0.02,0.19,10.65,0.01,0.01,0.43,0.12,2.538,0.0,1.41,0.016,0.001,0.515,0.506,0.011,0.003,50.0
32,,11.62,42927.55,141.68,152649.67,263334.23,57.95,1805.61,77993.3,91807.11,62.58,120.54,2781.65,6.7,24.42,1139.27,0.06,135.52,3.21,1.44,648.46,5.53,0.02,27.58,53.87,0.01,0.21,12.28,0.01,0.01,0.34,0.13,2.428,0.0,1.465,0.013,0.001,0.593,0.483,0.012,0.003,55.0
33,,11.62,43278.63,145.13,173229.46,249027.18,58.95,1619.96,87743.69,83855.46,85.75,127.48,2307.13,5.75,21.99,1101.2,0.15,133.99,3.28,2.32,647.89,5.6,0.02,31.39,51.1,0.01,0.19,11.25,0.01,0.02,0.28,0.12,2.29,0.0,1.658,0.01,0.001,0.54,0.486,0.011,0.003,52.0
34,,11.42,35787.58,153.39,168594.22,256094.06,69.95,1504.22,98479.46,82171.18,75.21,120.89,3904.69,5.12,22.31,1194.71,0.13,136.8,2.68,1.39,647.33,4.64,0.02,30.67,52.75,0.02,0.17,11.07,0.01,0.02,0.48,0.13,2.387,0.0,1.636,0.018,0.001,0.537,0.407,0.01,0.003,56.0
35,,10.84,38737.12,154.76,166806.66,278666.86,46.96,1429.08,93598.22,109546.5,43.62,124.01,2458.08,6.07,21.99,1182.01,0.08,132.37,3.48,1.79,646.76,4.65,0.02,28.05,53.05,0.01,0.15,13.64,0.01,0.01,0.28,0.12,2.405,0.0,1.499,0.011,0.001,0.663,0.409,0.009,0.003,61.0
36,,9.08,39677.32,141.0,175740.69,252052.92,60.95,1478.5,84573.84,78080.78,56.26,105.27,2695.35,5.75,21.18,1143.61,0.13,123.07,3.61,1.97,646.19,5.14,0.02,31.89,51.79,0.01,0.17,10.49,0.01,0.01,0.33,0.13,2.329,0.0,1.69,0.012,0.001,0.505,0.448,0.01,0.003,52.0
37,,12.2,46550.93,119.67,149819.54,260981.34,50.96,1626.3,95550.45,89372.35,64.68,113.25,2609.06,4.0,14.71,1025.22,0.15,134.16,3.21,2.32,645.63,6.06,0.02,27.32,53.88,0.01,0.19,12.07,0.01,0.01,0.32,0.11,2.419,0.0,1.446,0.012,0.001,0.581,0.527,0.011,0.003,52.0
38,,9.67,41200.04,133.43,146243.6,258037.15,42.97,1591.44,78724.27,80154.62,60.47,103.53,2458.08,3.53,27.01,1039.19,0.2,106.89,2.94,1.61,645.06,5.54,0.02,27.55,55.04,0.01,0.19,11.18,0.01,0.01,0.32,0.12,2.483,0.0,1.465,0.012,0.001,0.54,0.485,0.011,0.003,52.0
39,,10.84,35843.83,138.93,175902.33,219774.87,63.95,1211.61,78480.61,76236.09,96.28,105.96,1854.51,6.55,19.4,1136.02,0.15,121.45,2.88,1.7,644.49,5.02,0.02,34.5,48.81,0.02,0.15,11.07,0.02,0.01,0.25,0.14,2.187,0.001,1.822,0.009,0.001,0.531,0.436,0.009,0.004,54.0
40,,11.42,35479.81,139.62,149419.78,240851.14,42.97,1214.31,83842.47,85556.93,45.73,122.97,3019.05,5.43,21.34,1199.07,0.22,127.59,3.35,1.26,643.92,4.92,0.02,29.03,52.99,0.01,0.15,12.31,0.01,0.02,0.4,0.14,2.396,0.0,1.547,0.015,0.001,0.596,0.431,0.009,0.004,58.0
41,,9.67,35725.19,135.49,148711.94,280550.84,43.97,1240.86,79455.3,91119.65,60.47,112.9,2738.5,4.16,19.72,1113.64,0.2,120.26,2.88,1.97,643.36,4.53,0.02,26.42,56.42,0.01,0.14,11.99,0.01,0.01,0.33,0.12,2.57,0.0,1.419,0.013,0.001,0.585,0.4,0.008,0.003,59.0
42,,12.4,37662.67,169.92,158421.59,283576.57,60.95,1586.21,81892.39,83196.64,47.83,118.8,2005.35,5.91,27.49,1074.74,0.08,126.82,2.81,2.19,642.79,4.7,0.03,27.73,56.2,0.01,0.18,10.78,0.01,0.01,0.24,0.11,2.552,0.0,1.484,0.009,0.002,0.525,0.414,0.01,0.003,55.0
43,,10.64,33857.99,123.11,154110.55,249494.09,54.96,1179.52,86524.41,87974.51,71.0,117.41,2458.08,5.27,20.21,1132.05,0.17,138.6,2.88,2.54,642.22,4.56,0.02,29.11,53.37,0.01,0.14,12.31,0.01,0.02,0.32,0.13,2.42,0.0,1.556,0.012,0.001,0.598,0.401,0.008,0.003,59.0
44,,8.89,36791.66,158.21,164228.02,252183.43,71.95,1668.89,101653.46,83202.37,60.47,128.87,3623.74,5.91,20.86,1218.33,0.17,135.61,4.68,1.92,641.66,4.84,0.03,30.29,52.66,0.02,0.2,11.36,0.01,0.02,0.46,0.14,2.379,0.0,1.613,0.017,0.002,0.55,0.424,0.012,0.004,56.0
45,,12.4,37908.95,165.78,149594.6,277094.86,60.95,1329.01,86768.25,85674.37,43.62,110.82,2005.35,5.12,22.96,1114.18,0.29,133.22,3.61,1.53,641.09,4.86,0.03,26.85,56.32,0.01,0.15,11.39,0.01,0.01,0.25,0.12,2.557,0.0,1.437,0.009,0.002,0.554,0.428,0.009,0.003,56.0
46,,13.38,38115.03,129.3,168022.58,279313.2,48.96,1583.4,82623.63,88564.58,85.75,117.07,3062.22,6.55,21.18,1229.98,0.22,137.4,4.42,2.54,640.52,4.68,0.02,28.91,54.41,0.01,0.17,11.28,0.01,0.01,0.36,0.13,2.467,0.0,1.545,0.014,0.001,0.548,0.411,0.01,0.003,57.0
47,,10.64,40657.78,158.9,190087.88,264133.48,56.95,1166.71,90426.62,79040.36,49.94,111.86,3407.71,5.59,23.45,1188.9,0.08,141.24,2.54,2.19,639.96,4.99,0.02,32.73,51.49,0.01,0.13,10.08,0.01,0.01,0.4,0.13,2.316,0.0,1.735,0.015,0.001,0.486,0.435,0.007,0.003,52.0
48,,11.03,41331.34,137.55,151806.61,278140.85,79.94,1545.18,88475.34,99406.43,64.68,109.43,2803.23,3.69,21.5,1104.62,0.08,133.73,3.88,2.1,639.39,5.14,0.02,26.46,54.89,0.02,0.17,12.83,0.01,0.01,0.33,0.12,2.486,0.0,1.413,0.013,0.001,0.623,0.451,0.01,0.003,57.0
49,,12.01,41807.54,135.49,162918.25,296807.09,68.95,1559.29,99700.12,89956.69,54.15,109.08,2156.22,4.64,19.24,1130.6,0.22,130.49,4.42,2.1,638.82,4.98,0.02,27.2,56.11,0.01,0.17,11.12,0.01,0.01,0.25,0.12,2.544,0.0,1.454,0.009,0.001,0.54,0.438,0.01,0.003,55.0
50,,9.86,40045.09,135.49,158128.96,285415.68,50.96,1149.87,87743.69,83543.24,49.94,126.79,2975.88,4.8,18.43,1089.49,0.08,125.97,4.22,2.23,638.26,4.96,0.02,27.48,56.16,0.01,0.13,10.75,0.01,0.02,0.35,0.12,2.547,0.0,1.469,0.013,0.001,0.522,0.436,0.008,0.003,54.0
51,,8.69,35982.02,140.31,156332.44,286745.04,42.97,1291.59,85792.9,95605.34,68.89,107.0,2264.01,6.55,16.65,1128.62,0.2,120.01,3.01,1.97,637.69,4.42,0.02,26.92,55.9,0.01,0.14,12.19,0.01,0.01,0.27,0.12,2.546,0.0,1.445,0.01,0.001,0.595,0.39,0.008,0.003,60.0
52,,10.45,37968.4,138.93,150728.83,285301.51,48.96,1538.44,83111.15,91726.91,52.04,99.37,2695.35,7.18,19.56,1143.61,0.13,129.21,2.94,1.83,637.12,4.73,0.02,26.32,56.42,0.01,0.17,11.86,0.01,0.01,0.32,0.12,2.567,0.0,1.411,0.012,0.001,0.578,0.417,0.01,0.003,58.0
53,,12.98,39158.15,132.74,158476.3,246861.85,59.95,1302.1,76287.91,90523.85,66.79,113.94,2242.45,5.27,18.92,1202.15,0.2,132.88,3.41,1.92,636.55,5.21,0.02,29.55,52.11,0.01,0.15,12.5,0.01,0.01,0.28,0.14,2.348,0.0,1.569,0.011,0.001,0.603,0.455,0.009,0.004,57.0
54,,13.38,38046.11,137.55,154292.78,288855.32,76.94,1267.18,100920.92,79765.06,47.83,99.37,2458.08,5.75,22.15,1154.29,0.32,135.69,2.74,2.01,635.99,4.75,0.02,27.02,57.27,0.02,0.14,10.34,0.01,0.01,0.29,0.12,2.605,0.0,1.448,0.011,0.001,0.504,0.419,0.008,0.003,54.0
55,,10.25,38431.05,134.11,137125.81,243752.5,84.94,1503.09,70929.86,84964.0,58.36,113.6,2393.38,4.96,26.52,1088.05,0.17,127.93,3.01,2.54,635.42,5.41,0.02,27.04,54.43,0.02,0.19,12.41,0.01,0.02,0.32,0.13,2.458,0.0,1.439,0.012,0.001,0.601,0.474,0.011,0.003,55.0
56,,10.25,36128.51,140.31,168464.97,270378.69,56.95,1619.39,79455.3,86659.74,62.58,112.21,2005.35,3.37,20.7,1076.36,0.13,129.38,2.81,2.14,634.85,4.54,0.02,29.66,53.9,0.01,0.18,11.3,0.01,0.01,0.24,0.12,2.443,0.0,1.585,0.009,0.001,0.549,0.399,0.01,0.003,57.0
57,,13.96,38150.31,146.5,143457.58,243403.86,64.95,1332.45,89938.76,80824.9,52.04,99.72,2328.69,5.12,15.19,999.46,0.29,128.02,3.41,1.75,634.29,5.34,0.03,28.16,54.09,0.02,0.17,11.75,0.01,0.01,0.31,0.12,2.44,0.0,1.497,0.012,0.002,0.568,0.467,0.01,0.003,54.0
58,,12.2,35653.2,136.87,150965.84,282681.49,44.96,1017.72,78480.61,91910.22,54.15,118.8,2350.25,5.59,19.08,1045.65,0.13,128.53,3.55,2.32,633.72,4.48,0.02,26.59,56.38,0.01,0.11,11.99,0.01,0.01,0.28,0.11,2.569,0.0,1.428,0.011,0.001,0.585,0.396,0.006,0.003,59.0
59,,10.06,35827.01,134.8,150911.87,268466.2,67.95,1618.39,101409.28,94247.6,71.0,105.96,2889.55,5.59,22.31,1002.32,0.13,124.44,3.35,2.14,633.15,4.61,0.02,27.23,54.85,0.01,0.19,12.59,0.01,0.01,0.36,0.11,2.493,0.0,1.459,0.014,0.001,0.613,0.406,0.011,0.003,60.0
60,,7.52,39571.55,159.59,147102.58,252452.55,63.95,1368.97,81892.39,79501.54,64.68,109.08,2436.51,6.07,22.8,1072.22,0.08,128.44,2.61,2.23,632.59,5.39,0.03,28.1,54.59,0.01,0.17,11.24,0.01,0.01,0.32,0.13,2.463,0.0,1.494,0.012,0.002,0.543,0.472,0.01,0.003,53.0
61,,11.62,39554.73,126.55,157957.72,258159.48,38.97,1337.09,85549.07,72429.27,62.58,95.9,3083.81,4.48,15.68,1082.83,0.15,133.22,2.47,1.79,632.02,5.26,0.02,29.47,54.53,0.01,0.16,10.01,0.01,0.01,0.39,0.12,2.46,0.0,1.567,0.015,0.001,0.484,0.46,0.009,0.003,51.0
62,,9.67,38210.65,147.88,174555.87,258575.41,48.96,1052.31,78724.27,86115.49,35.2,113.25,2285.57,5.59,18.75,1076.0,0.15,119.58,3.48,1.66,631.45,4.85,0.02,31.09,52.14,0.01,0.12,11.36,0.01,0.01,0.28,0.12,2.352,0.0,1.653,0.011,0.001,0.549,0.424,0.007,0.003,56.0
63,,9.47,38098.76,142.37,149052.24,279981.99,58.95,1463.96,89450.94,80303.58,47.83,124.01,2609.06,6.07,20.7,1027.37,0.13,125.2,3.48,1.61,630.89,4.89,0.02,26.79,56.98,0.01,0.17,10.69,0.01,0.02,0.32,0.11,2.588,0.0,1.434,0.012,0.001,0.52,0.431,0.01,0.003,54.0
64,,11.03,36935.23,157.52,169481.37,259170.77,63.95,1386.75,77506.02,83801.04,37.3,96.59,2501.21,4.48,17.62,1041.17,0.17,129.3,3.55,1.66,630.32,4.75,0.02,30.54,52.88,0.01,0.16,11.18,0.01,0.01,0.31,0.11,2.39,0.0,1.627,0.012,0.001,0.541,0.416,0.009,0.003,56.0
65,,10.45,35272.76,150.63,163141.91,277981.81,80.94,1269.44,87987.57,95350.4,66.79,118.11,2070.0,5.59,21.18,1034.0,0.22,132.62,3.68,1.61,629.75,4.36,0.02,28.28,54.56,0.02,0.14,12.24,0.01,0.01,0.24,0.11,2.481,0.0,1.516,0.009,0.001,0.596,0.384,0.008,0.003,60.0
66,,9.28,33538.03,129.3,156603.3,261955.92,74.94,1386.35,86280.56,89839.25,52.04,112.9,2350.25,5.75,19.56,1068.09,0.2,121.71,3.14,2.14,629.19,4.37,0.02,28.62,54.21,0.02,0.16,12.16,0.01,0.01,0.29,0.12,2.464,0.0,1.533,0.011,0.001,0.592,0.385,0.009,0.003,60.0
67,,9.28,34664.98,148.57,172310.21,259040.29,59.95,1582.5,88719.23,86447.77,75.21,114.29,2587.49,5.43,17.46,989.28,0.17,130.32,3.75,1.75,628.62,4.43,0.02,30.88,52.55,0.01,0.18,11.47,0.01,0.01,0.32,0.11,2.38,0.0,1.648,0.012,0.001,0.556,0.389,0.01,0.003,58.0
68,,8.5,31397.73,143.06,149032.84,266678.04,46.96,1298.23,80186.36,99048.37,52.04,114.64,2026.9,4.16,17.78,1037.4,0.17,125.38,2.68,1.83,628.05,4.07,0.02,27.1,54.91,0.01,0.15,13.34,0.01,0.01,0.25,0.12,2.506,0.0,1.458,0.01,0.001,0.652,0.36,0.009,0.003,64.0
69,,7.13,34369.0,145.81,157858.92,255231.59,42.97,1426.14,73852.1,78427.37,45.73,103.18,2350.25,5.43,17.13,981.79,0.15,125.03,3.41,1.39,627.48,4.6,0.02,29.63,54.23,0.01,0.17,10.9,0.01,0.01,0.3,0.11,2.458,0.0,1.583,0.011,0.001,0.529,0.404,0.01,0.003,56.0
70,,7.91,37019.0,148.57,162609.51,244203.11,40.97,1155.47,72147.37,76559.77,49.94,114.98,2932.71,4.96,18.43,1094.71,0.24,123.93,2.47,2.06,626.92,5.02,0.02,30.92,52.57,0.01,0.14,10.78,0.01,0.01,0.38,0.13,2.37,0.0,1.643,0.014,0.001,0.521,0.439,0.008,0.003,54.0
71,,9.47,32043.17,172.67,135737.36,261841.75,46.96,1266.54,81892.39,90532.44,54.15,105.61,2479.64,5.59,16.65,1066.29,0.2,123.67,2.54,1.83,626.35,4.35,0.03,25.83,56.41,0.01,0.15,12.76,0.01,0.01,0.32,0.12,2.575,0.0,1.39,0.012,0.002,0.624,0.385,0.009,0.003,61.0
72,,6.93,39774.1,154.08,164525.59,271230.96,41.97,1454.06,86768.25,74268.23,49.94,93.47,2070.0,6.23,16.97,972.69,0.06,128.1,2.81,1.7,625.78,5.08,0.02,29.47,55.01,0.01,0.17,9.85,0.01,0.01,0.25,0.11,2.485,0.0,1.569,0.009,0.001,0.477,0.445,0.01,0.003,51.0
73,,9.86,37764.7,143.06,165459.57,288145.79,76.94,1386.72,75800.7,72864.66,60.47,100.06,3083.81,3.53,21.83,1072.94,0.13,132.79,3.95,1.92,625.22,4.67,0.02,28.7,56.58,0.02,0.15,9.36,0.01,0.01,0.36,0.11,2.57,0.0,1.536,0.014,0.001,0.456,0.411,0.009,0.003,52.0
74,,8.89,33905.12,133.43,161397.81,261523.68,55.96,1423.17,96038.57,86971.96,68.89,107.7,2652.2,4.64,21.34,1046.73,0.2,129.89,3.08,1.97,624.65,4.4,0.02,29.36,53.86,0.01,0.17,11.71,0.01,0.01,0.33,0.12,2.445,0.0,1.571,0.013,0.001,0.57,0.387,0.01,0.003,59.0
75,,7.13,37792.82,131.36,156707.5,227946.84,60.95,1376.44,78724.27,89827.79,66.79,104.57,2716.92,3.37,16.65,994.28,0.1,121.28,3.61,2.32,624.08,5.27,0.02,30.61,50.41,0.01,0.17,12.99,0.01,0.01,0.36,0.12,2.266,0.0,1.621,0.014,0.001,0.626,0.459,0.01,0.003,57.0
76,,8.89,32590.74,122.42,153074.67,262424.88,59.95,1213.61,82136.13,79481.49,45.73,97.98,3062.22,4.48,17.78,999.1,0.22,135.1,3.95,2.1,623.52,4.34,0.02,28.56,55.43,0.01,0.14,10.98,0.01,0.01,0.39,0.11,2.522,0.0,1.532,0.015,0.001,0.535,0.383,0.008,0.003,58.0
77,,8.69,38184.09,135.49,149161.55,301370.18,46.96,1383.95,82379.88,84540.06,56.26,115.33,2738.5,5.27,21.83,985.71,0.15,121.71,3.14,1.57,622.95,4.67,0.02,25.55,58.44,0.01,0.15,10.72,0.01,0.01,0.32,0.1,2.665,0.0,1.373,0.012,0.001,0.524,0.413,0.009,0.003,55.0
78,,8.69,35290.27,123.79,152286.14,221587.47,39.97,1361.27,75800.7,81541.01,37.3,112.21,2414.95,5.12,17.46,1117.97,0.06,126.65,2.94,2.28,622.38,5.12,0.02,30.94,50.97,0.01,0.18,12.27,0.01,0.02,0.33,0.14,2.293,0.0,1.641,0.012,0.001,0.591,0.447,0.01,0.004,56.0
79,,10.45,36362.32,139.62,152277.9,227514.59,81.94,1034.07,78724.27,83276.85,81.53,96.59,2371.82,3.53,13.57,1078.7,0.17,123.59,3.08,2.01,621.82,5.18,0.02,30.41,51.44,0.02,0.13,12.31,0.01,0.01,0.32,0.13,2.316,0.0,1.614,0.012,0.001,0.594,0.452,0.007,0.003,56.0
80,,9.86,37193.35,137.55,150604.87,269612.05,63.95,1396.52,77506.02,76284.78,79.43,107.0,2350.25,4.96,14.38,1032.92,0.17,135.27,2.68,1.92,621.25,4.89,0.02,27.77,56.28,0.01,0.16,10.42,0.01,0.01,0.3,0.12,2.553,0.0,1.485,0.011,0.001,0.506,0.43,0.009,0.003,54.0
81,,12.4,37873.73,142.37,174380.97,251781.75,61.95,1377.34,85305.26,81171.5,62.58,105.61,2479.64,5.75,19.4,1039.19,0.27,121.45,4.35,1.57,620.68,4.91,0.02,31.7,51.82,0.01,0.16,10.93,0.01,0.01,0.31,0.12,2.335,0.0,1.683,0.012,0.001,0.528,0.429,0.009,0.003,55.0
82,,11.42,35194.92,156.83,162630.73,256989.14,39.97,1355.5,75313.52,78086.51,64.68,112.55,2458.08,3.37,16.81,1023.07,0.15,124.61,2.68,1.57,620.12,4.65,0.03,30.12,53.88,0.01,0.16,10.71,0.01,0.01,0.31,0.12,2.439,0.0,1.607,0.012,0.002,0.519,0.408,0.009,0.003,55.0
83,,9.08,36571.62,154.76,151602.43,255186.73,31.98,1012.59,85549.07,90833.2,77.32,103.53,2220.89,4.96,20.7,1080.67,0.15,141.41,3.48,1.79,619.55,4.86,0.03,28.23,53.8,0.01,0.12,12.53,0.01,0.01,0.28,0.12,2.436,0.0,1.506,0.011,0.002,0.608,0.427,0.007,0.003,58.0
84,,10.64,36587.62,145.13,153163.49,284981.39,57.95,1107.85,86768.25,89083.04,79.43,106.31,2673.78,5.43,15.84,1091.11,0.15,128.53,3.48,1.88,618.98,4.57,0.02,26.8,56.47,0.01,0.12,11.54,0.01,0.01,0.32,0.12,2.571,0.0,1.438,0.012,0.001,0.563,0.403,0.007,0.003,58.0
85,,12.01,35986.99,147.88,164720.62,245567.15,37.97,1096.9,80673.77,86588.12,47.83,117.76,3126.99,5.91,18.92,1086.61,0.13,123.33,3.95,1.92,618.41,4.79,0.02,30.71,51.84,0.01,0.13,11.96,0.01,0.02,0.4,0.12,2.341,0.0,1.634,0.015,0.001,0.579,0.419,0.007,0.003,58.0
86,,9.28,34397.33,151.32,152996.54,255441.6,70.95,1234.56,78480.61,88083.36,56.26,104.23,2242.45,4.8,18.92,983.93,0.24,124.61,2.68,1.13,617.85,4.58,0.02,28.58,54.04,0.02,0.15,12.19,0.01,0.01,0.29,0.11,2.452,0.0,1.528,0.011,0.001,0.593,0.403,0.009,0.003,59.0
87,,10.25,35957.64,165.1,158214.86,247330.8,27.98,1288.49,76775.14,86115.49,58.36,125.4,2954.3,6.23,20.37,1083.19,0.2,131.51,2.81,1.7,617.28,4.83,0.03,29.77,52.69,0.01,0.15,12.0,0.01,0.02,0.38,0.12,2.381,0.0,1.586,0.014,0.002,0.581,0.423,0.009,0.003,57.0
